CODMEC,ANO,DEP,NOME,SETEDU,DISTRITO,SUBPREF,DIRET,ZONA,EFABAND9ANOS1S,EFABAND9ANOS2S,EFABAND9ANOS3S,EFABAND9ANOS4S,EFABAND9ANOS5S,EFABAND9ANOS6S,EFABAND9ANOS7S,EFABAND9ANOS8S,EFABAND9ANOS9S,EFABAND1S,EFABAND2S,EFABAND3S,EFABAND4S,EFABAND5S,EFABAND6S,EFABAND7S,EFABAND8S,TOTALEF_ABAND,EFAPROV9ANOS1S,EFAPROV9ANOS2S,EFAPROV9ANOS3S,EFAPROV9ANOS4S,EFAPROV9ANOS5S,EFAPROV9ANOS6S,EFAPROV9ANOS7S,EFAPROV9ANOS8S,EFAPROV9ANOS9S,EFAPROV1S,EFAPROV2S,EFAPROV3S,EFAPROV4S,EFAPROV5S,EFAPROV6S,EFAPROV7S,EFAPROV8S,TOTALEF_APROV,EFREPROV9ANOS1S,EFREPROV9ANOS2S,EFREPROV9ANOS3S,EFREPROV9ANOS4S,EFREPROV9ANOS5S,EFREPROV9ANOS6S,EFREPROV9ANOS7S,EFREPROV9ANOS8S,EFREPROV9ANOS9S,EFREPROV1S,EFREPROV2S,EFREPROV3S,EFREPROV4S,EFREPROV5S,EFREPROV6S,EFREPROV7S,EFREPROV8S,TOTALEF_REPROV,CONCLUINTES_EF,EMABAND1S,EMABAND2S,EMABAND3S,EMABAND4S,TOTAL_EM_ABAND,EMREPROV1S,EMREPROV2S,EMREPROV3S,EMREPROV4S,TOTAL_EM_REPROV,EMAPROV1S,EMAPROV2S,EMAPROV3S,EMAPROV4S,TOTAL_EM_APROV,CONCLUINTES_EM,CONCLUINTES_EJA,EPAPROV,EPREPROV,EPABAND,EJAIABAND,EJAIAPROV,EJAIREPROV,EJAITOTAL,EJAIIABAND,EJAIIAPROV,EJAIIREPROV,EJAIITOTAL,EJATOT
35107219,2015,PARTICULAR,REGINA MUNDI COLEGIO,0,SACOMA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,51,40,42,48,29,42,34,36,0,0,0,0,0,0,0,0,381,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,2,0,0,5,37,20,34,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107335,2015,PARTICULAR,NOSSA SENHORA DAS MERCES COLEGIO MERCEDARIO,0,SACOMA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,48,36,24,29,42,24,21,16,0,0,0,0,0,0,0,0,287,0,1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27,25,21,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107402,2015,PARTICULAR,SANTA AMALIA COLEGIO,0,SAUDE,VILA MARIANA,IPIRANGA,SUL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67,103,80,96,84,77,82,75,59,0,0,0,0,0,0,0,0,723,0,0,0,0,1,0,5,10,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,7,0,0,0,7,29,25,23,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107414,2015,PARTICULAR,PASTEUR LICEU UNIDADE MAYRINK,0,VILA MARIANA,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,48,50,39,44,36,46,43,48,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,1,0,11,19,19,21,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107438,2015,PARTICULAR,MARGARIDA MARIA ORGANIZACAO EDUCACIONAL OEMAR,0,CURSINO,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,30,29,33,59,40,43,51,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,23,29,31,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107475,2015,PARTICULAR,DOZE DE OUTUBRO COLEGIO,0,SANTO AMARO,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,69,49,49,52,64,45,64,61,0,0,0,0,0,0,0,0,519,0,1,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,1,0,6,53,53,58,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107487,2015,PARTICULAR,HUMBOLDT COLEGIO,0,SOCORRO,CAPELA DO SOCORRO,CAPELA DO SOCORRO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,89,86,70,86,91,82,80,70,0,0,0,0,0,0,0,0,742,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,5,1,1,0,7,75,73,63,0,211,0,0,53,3,0,0,0,0,0,0,0,0,0,0
35107499,2015,PARTICULAR,JESUS MARIA JOSE COLEGIO,0,SANTO AMARO,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,45,55,52,62,73,58,60,62,0,0,0,0,0,0,0,0,518,0,1,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,2,0,0,8,45,36,40,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107517,2015,PARTICULAR,SANTA MARIA COLEGIO,0,CAMPO GRANDE,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,229,225,212,243,194,213,196,162,0,0,0,0,0,0,0,0,1952,7,3,0,4,0,2,2,4,5,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,7,4,2,0,13,155,134,114,0,403,0,0,0,0,0,0,60,56,0,13,143,51,0,0
35107529,2015,PARTICULAR,SAO LUIZ DE GONZAGA COLEGIO,0,JARDIM SAO LUIS,M'BOI MIRIM,CAMPO LIMPO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,22,28,31,27,26,25,21,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,26,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107542,2015,PARTICULAR,PUERI DOMUS ESCOLA VERBO DIVINO UNIDADE I,0,SANTO AMARO,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,76,75,55,63,79,55,55,54,0,0,0,0,0,0,0,0,579,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,3,0,0,12,54,41,53,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107554,2015,PARTICULAR,SAO VICENTE DE PAULO ESCOLA,19,CAPAO REDONDO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,85,79,72,62,80,60,87,84,0,0,0,0,0,0,0,0,685,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,5,2,0,14,74,64,46,0,184,0,0,0,0,0,5,30,1,0,23,58,12,0,0
35107591,2015,PARTICULAR,ELLEN G WHITE ADVENTISTA COLEGIO,0,CAPAO REDONDO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,65,55,62,55,58,115,102,103,109,0,0,0,0,0,0,0,0,724,0,0,1,2,3,1,5,9,9,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,23,1,0,0,24,191,163,144,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107608,2015,PARTICULAR,ADVENTISTA CIDADE ADEMAR ESCOLA,0,CIDADE ADEMAR,CIDADE ADEMAR,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,84,88,94,66,77,73,92,96,0,0,0,0,0,0,0,0,770,1,1,0,3,2,1,5,5,2,0,0,0,0,0,0,0,0,20,0,1,0,0,0,1,2,1,0,0,3,99,82,63,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107633,2015,PARTICULAR,ADVENTISTA SANTO AMARO COLEGIO,0,SANTO AMARO,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,59,70,83,73,74,75,86,72,0,0,0,0,0,0,0,0,649,2,2,0,1,0,2,2,3,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,18,2,1,0,21,131,141,113,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107645,2015,PARTICULAR,ADVENTISTA DE CAMPO LIMPO COLEGIO,0,CAMPO LIMPO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,92,101,116,102,90,100,93,111,91,0,0,0,0,0,0,0,0,896,1,4,2,5,8,3,6,8,12,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,16,2,2,0,20,61,64,44,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107682,2015,PARTICULAR,UNASP SAO PAULO ADVENTISTA COLEGIO,0,CAPAO REDONDO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,142,143,127,126,129,126,128,108,0,0,0,0,0,0,0,0,1177,0,0,3,5,2,4,3,10,6,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,18,15,7,0,40,271,289,224,0,784,0,0,7,0,0,0,0,0,0,0,0,0,0,0
35107700,2015,PARTICULAR,ELVIRA BRANDAO COLEGIO,0,SANTO AMARO,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,67,52,38,44,51,39,45,46,0,0,0,0,0,0,0,0,440,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,19,25,30,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107736,2015,PARTICULAR,WALDORF RUDOLF STEINER ESCOLA,0,SANTO AMARO,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,59,61,60,60,62,57,62,57,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,66,87,53,34,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107803,2015,PARTICULAR,MAGISTER COLEGIO UNIDADE SABARA,0,CAMPO GRANDE,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,70,72,55,59,60,71,39,66,0,0,0,0,0,0,0,0,558,0,0,0,1,1,3,1,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,1,1,0,10,64,37,44,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107906,2015,PARTICULAR,ALBERT EINSTEIN COLEGIO,0,CIDADE DUTRA,CAPELA DO SOCORRO,CAPELA DO SOCORRO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,128,102,77,71,77,63,71,65,0,0,0,0,0,0,0,0,767,0,0,2,0,1,0,3,1,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,11,5,0,0,16,45,34,44,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107924,2015,PARTICULAR,ELIAS ZARZUR COLEGIO,0,JARDIM SAO LUIS,M'BOI MIRIM,CAMPO LIMPO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,59,47,41,32,27,41,30,52,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,26,30,30,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35115307,2015,PARTICULAR,DOMUS VIVENDI COLEGIO,0,ITAQUERA,ITAQUERA,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37,27,39,44,39,41,52,54,0,0,0,0,0,0,0,0,372,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,1,0,0,4,47,40,18,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35117912,2015,PARTICULAR,HELIO DE SOUZA COLEGIO,0,VILA MEDEIROS,VILA MARIA/VILA GUILHERME,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,56,40,31,47,51,61,50,0,0,0,0,0,0,0,0,402,0,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,47,37,23,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35118163,2015,PARTICULAR,PRO CONHECER ESCOLA,0,SAO RAFAEL,SAO MATEUS,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,78,53,51,58,60,77,0,0,57,0,0,0,0,0,0,626,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,53,32,54,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35118412,2015,PARTICULAR,NOVA ESCOLA,0,CAMPO BELO,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,11,8,17,24,19,21,29,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,20,25,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35118679,2015,PARTICULAR,SAO FRANCISCO DE PAULA COLEGIO,0,VILA MEDEIROS,VILA MARIA/VILA GUILHERME,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,9,20,14,17,24,28,20,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,17,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35118758,2015,PARTICULAR,COLEGIO DOMINANTE LTDA,0,VILA GUILHERME,VILA MARIA/VILA GUILHERME,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,53,50,42,28,65,35,26,33,0,0,0,0,0,0,0,0,387,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,2,24,19,14,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35118928,2015,PARTICULAR,MODULO COLEGIO,0,LAPA,LAPA,PIRITUBA,OESTE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,82,71,65,71,91,80,82,101,0,0,0,0,0,0,0,0,706,1,0,0,0,0,6,15,12,13,0,0,0,0,0,0,0,0,47,0,0,1,0,0,1,9,5,1,0,15,78,65,49,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35118936,2015,PARTICULAR,HORIZONTES UIRAPURU COLEGIO,0,PINHEIROS,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,20,19,12,16,28,18,20,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,26,23,23,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35118977,2015,PARTICULAR,PRIGULE COLEGIO,0,JARAGUA,PIRITUBA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,80,72,55,58,46,37,49,47,0,0,0,0,0,0,0,0,536,0,0,0,1,1,6,4,3,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,42,14,25,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35119039,2015,PARTICULAR,ROSA MARIA CASTANHO CENTRO DE EDUCACAO CERMAC,0,MANDAQUI,SANTANA/TUCURUVI,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,58,52,58,45,46,52,38,42,0,0,0,0,0,0,0,0,443,0,0,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,2,0,0,4,35,37,36,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35119040,2015,PARTICULAR,DELTA COLEGIO,0,SANTANA,SANTANA/TUCURUVI,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,46,59,59,56,57,63,71,60,0,0,0,0,0,0,0,0,513,0,0,0,2,0,1,2,2,9,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,8,4,0,21,40,66,39,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35119118,2015,PARTICULAR,SAO PAULO COLEGIO,0,TUCURUVI,SANTANA/TUCURUVI,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,9,26,22,22,32,52,47,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0,3,45,62,37,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35119192,2015,PARTICULAR,DOURADO COLEGIO,0,PENHA,PENHA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,47,37,34,41,41,38,58,41,0,0,0,0,0,0,0,0,374,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,36,29,47,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35119210,2015,PARTICULAR,MANOEL MARCONDES GALVAO UNIDADE II,0,SAO MIGUEL,SAO MIGUEL,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,12,24,26,15,14,12,0,0,0,0,0,0,0,0,130,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,8,4,15,16,0,35,0,0,26,4,0,0,0,0,0,0,0,0,0,0
35119222,2015,PARTICULAR,NOVO HORIZONTE COLEGIO,0,SAO MIGUEL,SAO MIGUEL,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30,77,68,68,64,73,79,67,0,0,0,0,0,0,0,0,577,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,1,2,0,0,3,52,40,31,0,123,0,0,6,0,6,0,0,0,0,0,0,0,0,0
35119261,2015,PARTICULAR,JOSE DE PAIVA NETTO INSTITUTO DE EDUCACAO,0,BOM RETIRO,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,76,72,83,70,75,76,65,55,0,0,0,0,0,0,0,0,675,0,0,13,22,9,6,2,1,2,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,12,3,0,0,15,59,75,50,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35119374,2015,PARTICULAR,COLEGIO CPV,0,VILA ANDRADE,CAMPO LIMPO,CAMPO LIMPO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,17,28,55,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35119982,2015,PARTICULAR,JARDIM SAO PAULO UNIDADE TREMEMBE COLEGIO,0,TREMEMBE,JACANA/TREMEMBE,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,136,117,0,0,0,0,0,0,0,0,501,0,0,0,0,0,3,6,6,9,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,18,8,0,0,26,83,70,84,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35120017,2015,PARTICULAR,ALEXANDRE DE GUSMAO ESCOLA,0,TUCURUVI,SANTANA/TUCURUVI,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,12,7,9,20,17,21,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,2,23,28,27,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35120029,2015,PARTICULAR,EMILIA FERREIRO COLEGIO,0,VILA MEDEIROS,VILA MARIA/VILA GUILHERME,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,12,12,28,23,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,18,17,15,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35120030,2015,PARTICULAR,OURO PRETO COLEGIO,0,AGUA RASA,MOOCA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,26,24,22,23,22,34,23,0,0,0,0,0,0,0,0,220,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,1,0,0,5,30,57,51,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35120285,2015,PARTICULAR,MIGUEL DE CERVANTES COLEGIO,0,MORUMBI,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,118,111,107,120,102,122,115,95,0,0,0,0,0,0,0,0,1012,1,0,1,0,0,1,2,6,10,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,10,2,0,0,12,94,70,57,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35120339,2015,PARTICULAR,OBJETIVO CENTRO INTERESCOLAR UNIDADE VERGUEIRO,0,LIBERDADE,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,16,121,129,98,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35120406,2015,PARTICULAR,VERUSKA COLEGIO,0,SACOMA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,76,66,53,74,80,72,62,61,0,0,0,0,0,0,0,0,600,0,1,0,4,0,7,5,6,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,12,1,0,0,13,50,37,41,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124175,2015,PARTICULAR,GIORDANO BRUNO COLEGIO,0,BUTANTA,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23,9,13,22,17,21,17,18,31,0,0,0,0,0,0,0,0,171,1,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,33,30,26,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124199,2015,PARTICULAR,ALBERT SABIN COLEGIO,0,RIO PEQUENO,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,209,238,200,197,228,249,213,199,0,0,0,0,0,0,0,0,1966,0,0,0,1,2,2,3,2,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,20,13,0,0,33,155,130,132,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124291,2015,PARTICULAR,MARAJOARA COLEGIO,0,CAMPO GRANDE,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,6,8,12,18,11,16,12,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,20,19,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124400,2015,PARTICULAR,DOM BOSCO LIMAO COLEGIO,0,LIMAO,CASA VERDE/CACHOEIRINHA,FREGUESIA/BRASILANDIA,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,15,11,10,23,9,17,10,0,0,0,0,0,0,0,0,123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,5,24,16,18,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124436,2015,PARTICULAR,EMILIA MARINHO COLEGIO,0,SAO MIGUEL,SAO MIGUEL,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,49,41,41,54,65,55,71,58,0,0,0,0,0,0,0,0,494,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,3,0,0,5,54,39,33,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124448,2015,PARTICULAR,PASCHOAL DANTAS COLEGIO,0,SAO MIGUEL,SAO MIGUEL,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,25,27,29,44,34,53,64,0,0,0,0,0,0,0,0,310,0,0,0,0,0,6,3,3,3,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,6,3,0,0,9,87,76,55,0,218,0,0,9,0,0,0,0,0,0,0,0,0,0,0
35124459,2015,PARTICULAR,SATELITE COLEGIO,0,SAO MATEUS,SAO MATEUS,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,82,70,50,59,56,44,58,40,0,0,0,0,0,0,0,0,536,0,3,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,2,0,0,7,47,46,46,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124576,2015,PARTICULAR,TERRAMAR COLEGIO,0,SANTO AMARO,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,35,37,48,54,34,50,50,0,0,0,0,0,0,0,0,387,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,1,0,0,9,57,44,42,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
